Subsets,Elements,Edge prob,Seconds used,Loss,Solution
373.0,409.0,0.46,2.0,19.91,9.0
133.0,263.0,0.28,3.0,17.12,17.0
201.0,153.0,0.56,0.0,12.68,5.0
187.0,487.0,0.37,2.0,23.35,13.0
312.0,265.0,0.92,0.0,0.01,3.0
127.0,469.0,0.4,2.0,18.62,12.0
336.0,363.0,0.18,11.0,21.76,25.0
258.0,415.0,0.87,0.0,18.9,4.0
373.0,256.0,0.44,4.0,13.67,11.0
226.0,412.0,0.69,1.0,32.68,5.0
344.0,182.0,0.8,1.0,3.16,4.0
239.0,196.0,0.2,10.0,14.62,21.0
337.0,251.0,0.68,2.0,15.42,6.0
406.0,441.0,0.22,13.0,18.3,23.0
326.0,298.0,0.03,53.0,19.71,83.0
377.0,119.0,0.99,0.0,33.1,2.0
279.0,361.0,0.77,1.0,21.31,5.0
169.0,416.0,0.92,0.0,35.37,2.0
289.0,463.0,0.42,3.0,20.29,10.0
131.0,175.0,0.06,15.0,16.6,53.0
364.0,130.0,0.29,4.0,15.14,12.0
100.0,105.0,0.9,0.0,11.44,3.0
352.0,443.0,0.63,2.0,9.23,8.0
202.0,329.0,0.13,11.0,20.25,31.0
314.0,413.0,0.65,2.0,7.03,7.0
343.0,151.0,0.04,28.0,17.38,50.0
198.0,339.0,0.38,4.0,18.33,12.0
352.0,144.0,0.65,2.0,14.36,6.0
398.0,224.0,0.86,0.0,2.04,4.0
238.0,471.0,0.77,0.0,2.01,5.0
371.0,235.0,0.73,2.0,21.03,6.0
179.0,325.0,0.79,0.0,0.1,4.0
224.0,425.0,0.38,5.0,13.34,16.0
292.0,291.0,0.49,2.0,16.16,8.0
492.0,157.0,0.5,4.0,18.71,9.0
184.0,165.0,0.37,3.0,17.94,10.0
352.0,340.0,0.98,0.0,2.99,2.0
367.0,407.0,0.15,18.0,17.49,29.0
195.0,494.0,0.33,6.0,19.88,15.0
191.0,378.0,0.93,0.0,23.49,3.0
216.0,364.0,0.49,3.0,16.05,10.0
415.0,260.0,0.84,1.0,26.56,4.0
120.0,280.0,0.66,1.0,16.3,6.0
496.0,133.0,0.65,2.0,20.58,6.0
455.0,126.0,0.89,1.0,1.99,2.0
294.0,467.0,0.43,4.0,16.74,11.0
137.0,150.0,0.55,2.0,19.74,7.0
409.0,189.0,0.43,2.0,19.84,7.0
474.0,419.0,0.59,3.0,26.87,7.0
237.0,113.0,0.39,3.0,13.01,10.0
391.0,414.0,0.94,1.0,8.8,3.0
464.0,188.0,0.68,2.0,1.87,6.0
186.0,301.0,0.05,28.0,19.94,63.0
295.0,390.0,0.37,5.0,17.39,13.0
398.0,226.0,0.56,3.0,22.32,9.0
121.0,172.0,0.91,0.0,19.2,3.0
314.0,273.0,0.92,0.0,39.59,3.0
288.0,172.0,0.71,0.0,14.99,5.0
269.0,344.0,0.09,22.0,15.01,45.0
196.0,327.0,0.7,1.0,33.37,6.0
278.0,298.0,0.41,4.0,17.9,10.0
408.0,218.0,0.28,7.0,9.81,15.0
423.0,252.0,0.3,7.0,24.21,12.0
436.0,116.0,0.66,1.0,8.26,4.0
437.0,224.0,0.61,2.0,9.28,7.0
338.0,402.0,0.6,3.0,22.01,7.0
455.0,482.0,0.86,1.0,1.75,4.0
190.0,190.0,0.86,0.0,8.4,4.0
340.0,182.0,0.99,0.0,0.36,2.0
336.0,314.0,0.95,0.0,11.72,3.0
386.0,188.0,0.15,17.0,13.18,26.0
218.0,280.0,0.33,6.0,16.61,13.0
185.0,485.0,0.28,7.0,12.08,16.0
202.0,454.0,0.27,8.0,17.44,18.0
489.0,491.0,0.69,2.0,28.41,7.0
121.0,319.0,0.53,1.0,20.54,8.0
156.0,384.0,0.37,3.0,22.23,12.0
389.0,250.0,0.1,25.0,15.44,40.0
303.0,451.0,0.1,29.0,17.06,42.0
341.0,291.0,0.96,0.0,33.31,3.0
420.0,130.0,0.26,10.0,17.63,16.0
251.0,304.0,0.78,1.0,0.86,5.0
359.0,180.0,0.94,1.0,17.62,3.0
317.0,434.0,0.76,2.0,12.53,6.0
232.0,329.0,0.91,0.0,17.05,3.0
470.0,186.0,0.52,3.0,13.5,8.0
350.0,225.0,0.48,3.0,11.22,8.0
465.0,133.0,0.82,1.0,1.09,4.0
128.0,114.0,0.15,7.0,18.2,20.0
299.0,354.0,0.56,2.0,12.08,8.0
328.0,446.0,0.42,5.0,10.14,12.0
109.0,492.0,0.27,4.0,14.52,17.0
327.0,363.0,0.28,5.0,20.97,16.0
387.0,324.0,0.94,0.0,21.59,2.0
254.0,334.0,0.09,24.0,19.14,44.0
136.0,328.0,0.57,1.0,16.16,7.0
323.0,480.0,0.89,1.0,19.14,3.0
387.0,467.0,0.29,7.0,14.48,17.0
362.0,453.0,0.34,5.0,17.49,14.0
340.0,234.0,0.49,3.0,24.77,9.0
120.0,295.0,0.98,0.0,21.48,3.0
327.0,421.0,0.28,10.0,12.93,19.0
298.0,241.0,0.69,2.0,21.67,7.0
315.0,347.0,0.87,0.0,29.52,3.0
225.0,423.0,0.74,1.0,10.56,6.0
325.0,344.0,0.06,30.0,18.27,61.0
222.0,464.0,0.23,6.0,14.29,20.0
104.0,334.0,0.73,0.0,27.66,4.0
416.0,195.0,0.32,3.0,10.56,12.0
214.0,293.0,0.84,0.0,17.5,5.0
246.0,193.0,0.95,0.0,22.17,3.0
454.0,361.0,0.22,8.0,16.22,21.0
488.0,250.0,0.74,0.0,32.34,5.0
134.0,300.0,0.32,4.0,18.85,15.0
179.0,222.0,0.96,0.0,16.73,2.0
298.0,499.0,0.38,3.0,9.13,11.0
418.0,259.0,0.32,5.0,12.3,13.0
262.0,133.0,0.16,7.0,16.28,23.0
287.0,206.0,0.88,0.0,30.83,3.0
461.0,132.0,0.82,0.0,28.53,3.0
249.0,168.0,0.42,3.0,21.83,11.0
386.0,315.0,0.57,2.0,32.47,7.0
188.0,219.0,0.61,0.0,37.18,5.0
202.0,333.0,0.33,3.0,26.93,12.0
185.0,169.0,0.9,0.0,2.23,3.0
387.0,276.0,0.08,24.0,13.2,43.0
387.0,296.0,0.2,10.0,21.51,17.0
487.0,171.0,0.05,37.0,15.15,50.0
249.0,381.0,0.49,4.0,10.84,9.0
396.0,456.0,0.13,23.0,17.8,36.0
235.0,137.0,0.04,34.0,17.21,71.0
341.0,224.0,0.91,0.0,19.19,3.0
444.0,399.0,0.6,1.0,6.26,6.0
325.0,426.0,0.9,0.0,1.69,4.0
335.0,326.0,0.16,9.0,22.28,25.0
333.0,190.0,0.93,0.0,10.07,2.0
169.0,238.0,0.55,3.0,20.48,8.0
373.0,109.0,0.93,1.0,1.7,3.0
332.0,256.0,0.72,1.0,34.18,5.0
123.0,120.0,0.08,9.0,16.04,31.0
423.0,307.0,0.16,13.0,18.3,27.0
161.0,317.0,0.85,0.0,18.31,4.0
346.0,370.0,0.14,17.0,19.69,28.0
331.0,190.0,0.92,0.0,0.43,3.0
140.0,114.0,0.3,5.0,19.96,13.0
152.0,173.0,0.37,4.0,22.88,12.0
140.0,312.0,0.21,7.0,18.52,20.0
415.0,108.0,0.57,1.0,11.0,6.0
105.0,189.0,0.97,0.0,27.61,3.0
160.0,225.0,0.49,1.0,10.07,9.0
403.0,379.0,0.22,7.0,16.04,18.0
108.0,494.0,0.43,3.0,14.76,10.0
413.0,438.0,0.42,4.0,15.17,10.0
455.0,482.0,1.0,1.0,19.12,2.0
133.0,147.0,0.43,2.0,20.91,9.0
352.0,292.0,0.56,3.0,8.63,9.0
365.0,338.0,0.34,7.0,14.34,14.0
381.0,370.0,0.72,1.0,0.17,5.0
389.0,410.0,0.22,11.0,8.06,20.0
176.0,353.0,0.02,40.0,18.82,116.0
226.0,122.0,0.68,0.0,26.31,6.0
267.0,176.0,0.21,4.0,26.22,20.0
333.0,367.0,0.76,1.0,19.44,5.0
450.0,222.0,0.23,9.0,26.21,17.0
108.0,271.0,0.42,2.0,19.09,10.0
155.0,149.0,0.19,7.0,21.47,18.0
342.0,464.0,0.6,2.0,20.95,8.0
102.0,247.0,1.0,0.0,25.48,1.0
245.0,151.0,0.68,2.0,30.49,6.0
423.0,449.0,0.22,13.0,18.13,22.0
259.0,153.0,0.86,0.0,33.01,3.0
398.0,192.0,0.93,1.0,22.48,2.0
440.0,488.0,0.65,4.0,20.7,8.0
354.0,202.0,0.91,0.0,1.85,2.0
407.0,364.0,0.08,34.0,14.43,48.0
101.0,190.0,0.17,10.0,15.99,22.0
296.0,172.0,0.62,1.0,19.37,6.0
253.0,477.0,0.69,1.0,18.61,6.0
134.0,498.0,0.18,7.0,14.21,28.0
462.0,181.0,0.19,9.0,12.28,21.0
259.0,410.0,0.02,55.0,19.71,110.0
478.0,212.0,0.14,11.0,25.43,26.0
406.0,312.0,0.02,86.0,19.94,119.0
201.0,403.0,0.83,0.0,0.02,4.0
476.0,178.0,0.78,1.0,41.19,4.0
132.0,497.0,0.99,0.0,27.12,3.0
221.0,325.0,0.32,3.0,12.88,15.0
334.0,187.0,0.51,2.0,21.49,8.0
215.0,211.0,0.77,0.0,26.08,4.0
435.0,466.0,0.02,109.0,17.48,149.0
268.0,434.0,0.93,0.0,25.48,4.0
259.0,367.0,0.95,0.0,15.76,3.0
449.0,318.0,0.58,3.0,26.44,8.0
242.0,498.0,0.1,19.0,16.75,45.0
220.0,120.0,0.3,5.0,13.56,15.0
212.0,361.0,0.28,6.0,25.65,16.0
272.0,165.0,0.03,36.0,19.79,74.0
135.0,308.0,0.57,1.0,18.0,8.0
350.0,454.0,0.03,56.0,21.04,105.0
170.0,496.0,0.92,0.0,22.29,3.0
220.0,125.0,0.49,2.0,19.8,10.0
478.0,132.0,0.83,1.0,4.3,4.0
485.0,209.0,0.89,0.0,2.83,3.0
274.0,113.0,0.39,1.0,13.01,9.0
500.0,184.0,0.34,3.0,29.25,13.0
341.0,180.0,0.86,0.0,10.48,3.0
399.0,423.0,0.81,1.0,14.74,5.0
466.0,291.0,0.54,3.0,23.82,10.0
267.0,386.0,0.22,9.0,22.24,23.0
308.0,454.0,0.57,2.0,20.19,8.0
229.0,134.0,0.73,0.0,41.05,5.0
433.0,117.0,0.74,1.0,42.21,3.0
217.0,150.0,0.76,0.0,20.01,4.0
383.0,109.0,0.41,1.0,28.36,6.0
378.0,150.0,0.17,8.0,25.39,18.0
442.0,370.0,0.42,4.0,10.7,11.0
300.0,458.0,0.44,4.0,23.45,10.0
492.0,332.0,0.4,7.0,19.42,13.0
214.0,292.0,0.25,8.0,26.68,18.0
257.0,452.0,0.68,2.0,64.38,6.0
270.0,327.0,0.95,0.0,0.12,3.0
215.0,125.0,0.48,3.0,61.67,8.0
190.0,130.0,0.12,10.0,12.52,27.0
410.0,299.0,0.81,0.0,2.08,3.0
339.0,157.0,0.26,6.0,20.45,17.0
118.0,388.0,0.17,6.0,19.78,23.0
173.0,119.0,0.48,1.0,17.35,8.0
389.0,342.0,0.9,1.0,11.87,4.0
499.0,328.0,0.36,5.0,17.9,13.0
187.0,190.0,0.83,0.0,29.92,4.0
341.0,386.0,0.72,1.0,30.48,5.0
146.0,437.0,0.99,0.0,28.13,2.0
464.0,450.0,0.93,1.0,26.81,3.0
291.0,418.0,0.85,1.0,38.64,5.0
321.0,297.0,0.55,2.0,12.1,7.0
322.0,127.0,0.26,5.0,19.66,13.0
100.0,365.0,0.03,17.0,18.93,88.0
214.0,327.0,0.45,1.0,20.15,10.0
225.0,489.0,0.72,0.0,18.58,5.0
182.0,470.0,0.02,36.0,21.53,126.0
376.0,322.0,0.1,17.0,21.06,36.0
285.0,173.0,0.97,1.0,25.46,2.0
198.0,125.0,0.46,2.0,20.4,8.0
224.0,446.0,0.09,22.0,20.76,44.0
285.0,134.0,0.1,14.0,18.59,33.0
245.0,100.0,0.36,2.0,15.49,9.0
266.0,275.0,0.95,0.0,5.64,2.0
447.0,489.0,0.78,1.0,19.9,6.0
171.0,163.0,0.36,3.0,25.57,12.0
431.0,473.0,0.4,6.0,15.29,15.0
126.0,464.0,0.83,1.0,26.81,4.0
473.0,469.0,0.12,26.0,23.08,34.0
410.0,323.0,0.98,1.0,25.06,2.0
347.0,489.0,0.97,0.0,0.27,3.0
250.0,144.0,0.2,11.0,25.53,17.0
367.0,129.0,0.41,4.0,19.53,10.0
147.0,188.0,0.43,2.0,21.11,8.0
102.0,202.0,0.74,0.0,6.07,4.0
110.0,439.0,0.46,1.0,22.91,8.0
387.0,215.0,0.57,2.0,18.11,7.0
110.0,146.0,0.9,0.0,30.03,3.0
343.0,368.0,0.93,0.0,23.55,2.0
130.0,353.0,0.56,1.0,15.54,8.0
146.0,353.0,0.65,1.0,25.07,6.0
333.0,188.0,0.74,1.0,14.57,5.0
418.0,481.0,0.18,13.0,21.08,25.0
323.0,323.0,0.96,0.0,18.16,3.0
211.0,199.0,0.26,7.0,12.46,17.0
117.0,410.0,0.3,4.0,17.34,16.0
173.0,227.0,0.18,8.0,15.25,26.0
208.0,145.0,0.01,28.0,19.32,95.0
372.0,456.0,0.89,0.0,32.28,3.0
138.0,143.0,0.48,1.0,14.91,8.0
414.0,437.0,0.91,0.0,2.54,3.0
430.0,285.0,0.17,11.0,21.73,25.0
236.0,414.0,0.0,72.0,19.84,210.0
378.0,371.0,0.46,1.0,10.29,7.0
412.0,149.0,0.52,1.0,30.12,6.0
294.0,199.0,0.55,1.0,15.36,6.0
249.0,190.0,0.32,3.0,18.61,12.0
355.0,424.0,0.3,7.0,18.41,16.0
261.0,104.0,0.91,1.0,26.3,3.0
200.0,276.0,0.56,1.0,7.11,7.0
305.0,470.0,0.92,1.0,0.4,3.0
238.0,447.0,0.89,0.0,11.22,3.0
447.0,346.0,0.35,7.0,23.56,13.0
136.0,275.0,0.42,4.0,18.13,11.0
155.0,178.0,0.41,3.0,6.72,9.0
478.0,120.0,0.37,8.0,20.0,13.0
483.0,112.0,0.74,1.0,22.87,4.0
476.0,218.0,0.94,0.0,1.79,3.0
261.0,145.0,0.64,0.0,0.02,5.0
479.0,301.0,0.53,3.0,6.74,9.0
120.0,106.0,0.87,0.0,8.7,2.0
447.0,318.0,0.23,10.0,20.1,18.0
171.0,348.0,0.25,9.0,35.33,20.0
343.0,267.0,0.81,0.0,20.42,3.0
396.0,364.0,0.44,5.0,32.64,10.0
414.0,150.0,0.06,29.0,14.51,44.0
377.0,402.0,0.45,5.0,15.1,10.0
363.0,254.0,0.5,5.0,16.34,9.0
317.0,417.0,0.5,3.0,14.04,8.0
480.0,305.0,0.86,1.0,34.78,4.0
192.0,475.0,0.81,0.0,36.95,5.0
295.0,314.0,0.97,1.0,11.13,3.0
294.0,312.0,0.3,7.0,19.43,14.0
412.0,481.0,0.3,8.0,19.24,15.0
129.0,251.0,0.96,0.0,36.36,2.0
343.0,293.0,0.61,1.0,0.0,5.0
369.0,155.0,0.01,57.0,20.44,100.0
246.0,121.0,0.17,5.0,15.51,18.0
105.0,467.0,0.44,2.0,18.19,11.0
329.0,160.0,0.9,0.0,19.41,3.0
182.0,174.0,0.48,2.0,16.23,9.0
388.0,303.0,0.28,7.0,11.34,18.0
446.0,121.0,0.99,0.0,7.37,2.0
422.0,150.0,0.52,3.0,17.47,8.0
280.0,108.0,0.19,7.0,13.14,17.0
368.0,278.0,0.17,18.0,16.11,27.0
121.0,300.0,0.37,2.0,25.52,11.0
250.0,447.0,0.45,4.0,22.25,10.0
453.0,409.0,0.76,1.0,2.36,5.0
263.0,261.0,0.73,0.0,28.61,4.0
147.0,338.0,0.91,0.0,36.59,3.0
257.0,496.0,0.88,0.0,15.84,3.0
270.0,484.0,0.11,23.0,17.48,39.0
352.0,396.0,0.93,1.0,15.61,3.0
343.0,265.0,0.03,47.0,15.14,79.0
323.0,193.0,0.89,0.0,17.71,3.0
382.0,189.0,0.96,0.0,19.38,2.0
375.0,464.0,0.62,2.0,14.83,7.0
454.0,494.0,0.14,16.0,41.13,32.0
256.0,444.0,0.81,1.0,0.26,5.0
219.0,226.0,0.69,1.0,16.22,6.0
126.0,329.0,0.25,11.0,32.1,20.0
394.0,447.0,0.85,1.0,17.43,4.0
245.0,220.0,0.86,1.0,16.79,3.0
400.0,359.0,0.38,5.0,19.79,12.0
386.0,371.0,0.2,12.0,17.16,21.0
434.0,196.0,0.23,10.0,21.75,15.0
237.0,435.0,0.94,1.0,25.35,2.0
259.0,404.0,0.36,7.0,20.81,13.0
119.0,394.0,0.78,1.0,24.19,5.0
478.0,224.0,0.25,9.0,19.32,16.0
384.0,151.0,0.16,12.0,19.11,21.0
317.0,392.0,0.94,0.0,22.98,3.0
286.0,223.0,0.06,34.0,14.79,54.0
308.0,310.0,0.47,3.0,18.82,9.0
285.0,229.0,0.37,5.0,13.68,13.0
305.0,164.0,0.93,0.0,25.2,3.0
252.0,370.0,0.08,26.0,19.18,50.0
243.0,361.0,0.99,0.0,33.83,2.0
466.0,452.0,0.81,1.0,36.59,4.0
339.0,461.0,0.27,7.0,21.56,16.0
160.0,340.0,0.64,1.0,14.63,7.0
242.0,120.0,0.65,0.0,21.96,5.0
261.0,252.0,0.97,0.0,14.27,3.0
479.0,409.0,0.37,6.0,21.69,12.0
412.0,190.0,0.9,0.0,46.44,3.0
201.0,434.0,0.65,2.0,12.05,7.0
248.0,398.0,0.39,4.0,23.21,10.0
346.0,135.0,0.53,2.0,12.34,6.0
369.0,475.0,0.32,7.0,18.06,16.0
148.0,196.0,0.51,2.0,14.89,7.0
148.0,111.0,0.04,20.0,16.81,53.0
103.0,235.0,0.47,1.0,28.07,8.0
226.0,481.0,0.35,3.0,20.54,15.0
383.0,337.0,0.53,3.0,33.51,9.0
432.0,430.0,0.11,27.0,20.64,38.0
217.0,369.0,0.26,11.0,18.18,19.0
369.0,401.0,0.1,26.0,19.84,40.0
151.0,231.0,0.86,0.0,0.38,3.0
236.0,498.0,0.62,4.0,21.69,8.0
283.0,202.0,0.17,13.0,20.17,22.0
377.0,376.0,0.83,2.0,29.26,6.0
315.0,286.0,1.0,0.0,9.31,2.0
445.0,291.0,0.48,3.0,26.44,8.0
233.0,120.0,0.42,3.0,30.76,10.0
429.0,153.0,0.89,1.0,31.39,3.0
492.0,265.0,0.16,15.0,36.22,23.0
233.0,256.0,0.03,40.0,24.19,75.0
360.0,282.0,0.54,2.0,34.77,7.0
299.0,405.0,0.04,44.0,18.58,81.0
125.0,161.0,0.56,1.0,19.71,7.0
451.0,449.0,0.85,1.0,24.12,4.0
108.0,246.0,0.03,18.0,19.19,85.0
176.0,118.0,0.08,8.0,17.85,38.0
396.0,304.0,0.69,1.0,27.96,6.0
148.0,438.0,0.34,2.0,16.75,12.0
151.0,278.0,0.23,6.0,23.6,21.0
372.0,192.0,0.8,1.0,20.89,5.0
195.0,304.0,0.17,8.0,20.2,26.0
181.0,177.0,0.6,1.0,11.55,6.0
266.0,415.0,0.33,5.0,17.1,14.0
178.0,435.0,0.62,1.0,25.06,7.0
392.0,277.0,0.24,7.0,20.52,16.0
286.0,252.0,0.4,5.0,20.7,11.0
261.0,417.0,0.27,8.0,17.96,18.0
480.0,425.0,0.55,2.0,20.78,7.0
210.0,242.0,0.1,20.0,21.21,37.0
389.0,119.0,0.07,18.0,15.48,37.0
220.0,309.0,0.65,0.0,0.63,4.0
333.0,179.0,0.89,1.0,18.95,3.0
462.0,276.0,0.47,4.0,20.57,9.0
444.0,134.0,0.83,1.0,25.04,3.0
419.0,458.0,0.1,34.0,45.96,45.0
271.0,491.0,0.7,3.0,9.4,7.0
393.0,237.0,0.06,43.0,18.14,56.0
129.0,452.0,0.85,0.0,11.82,3.0
112.0,481.0,0.6,2.0,17.86,9.0
406.0,113.0,0.54,3.0,24.41,8.0
450.0,193.0,0.91,1.0,2.31,3.0
392.0,233.0,0.99,0.0,3.56,2.0
274.0,118.0,0.31,4.0,20.45,12.0
327.0,225.0,0.84,1.0,5.04,4.0
173.0,168.0,0.04,22.0,18.68,63.0
101.0,392.0,0.37,1.0,18.51,10.0
303.0,340.0,0.31,5.0,16.19,15.0
171.0,291.0,0.18,6.0,19.36,23.0
304.0,466.0,0.41,4.0,17.73,12.0
252.0,106.0,0.34,5.0,19.06,11.0
499.0,316.0,0.95,1.0,29.38,3.0
341.0,332.0,0.12,18.0,18.93,30.0
